192820,0
520085,0
228711,0
415703,0
62410,0
101486,0
271385,0
260554,0
347158,0
808979,0
338149,0
12064,0
621974,0
336308,0
768949,0
48263,0
790202,0
496237,0
569545,0
27127,0
247545,0
524878,0
948532,0
210783,0
387538,0
956312,0
259516,0
505395,0
895233,0
221154,0
479038,0
125220,0
884215,0
209398,0
90099,0
411724,0
91859,0
295442,0
503915,0
951076,0
79012,0
757678,0
706660,0
213734,0
400683,0
619738,0
207054,0
545737,0
336579,0
228114,0
138935,0
712413,0
457670,0
338874,0
151681,0
259774,0
267900,0
78176,0
237347,0
