f,gnode,inbound,deltaT,signals,outbound,rawRatio,totalSupportInstances,positiveSupportInstances,stdDev,stdErr
notInGang,taut,[1.0:1.0],1,1,[0.0331096633207:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,3,[0.0331096633207:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,2,[0.0331096633207:1.0],0,0,0,0,0
