FROM_INCIDENT_ID	TO_INCIDENT_ID
228989	844351
101718	228989
101718	844351
101718	844351
215884	571388
228269	044361
092266	522160
522160	314386
314386	522160
314386	522160
092266	314386
314386	092266
522160	314386
456844	931077
456844	931077
305923	437541
437541	305923
437541	305923
305923	437541
644633	738795
800254	242175
242175	800254
951942	700436
700436	951942
951942	700436
700436	951942
609281	938568
938568	609281
938568	609281
609281	938568
692657	979548
895323	618389
618389	895323
618389	994030
618389	078756
078756	618389
994030	618389
618389	078756
994030	078756
078756	618389
078756	994030
618389	994030
895323	994030
078756	994030
994030	618389
994030	895323
994030	078756
895323	618389
895323	078756
618389	895323
895323	994030
078756	895323
078756	895323
895323	078756
994030	895323
411889	350990
350990	198151
350990	411889
198151	350990
411889	198151
198151	350990
350990	198151
198151	411889
198151	411889
411889	198151
350990	411889
411889	350990
488220	278443
278443	488220
278443	488220
488220	278443
193158	085428
085428	193158
193158	085428
085428	193158
483218	471995
471995	518078
518078	471995
471995	483218
518078	471995
471995	518078
518078	483218
483218	518078
471995	483218
483218	518078
518078	483218
483218	471995
843888	720993
687835	720993
642727	720993
078031	720993
940643	720993
467705	720993
642143	720993
642143	843888
843888	467705
843888	642143
843888	720993
843888	687835
843888	843888
467705	843888
687835	843888
078031	843888
843888	078031
843888	642727
940643	843888
843888	940643
642727	843888
642143	642727
642143	843888
843888	642143
642143	687835
642143	642143
467705	642143
642143	467705
078031	642143
642143	720993
642727	642143
642143	078031
642143	940643
687835	642143
940643	642143
467705	078031
467705	940643
843888	467705
940643	467705
467705	843888
467705	687835
642727	467705
467705	467705
467705	642143
467705	720993
642143	467705
687835	467705
078031	467705
467705	642727
642727	940643
642143	642727
078031	642727
642727	720993
940643	642727
642727	687835
642727	078031
687835	642727
642727	467705
843888	642727
642727	642143
642727	642727
467705	642727
642727	843888
642727	940643
467705	940643
940643	467705
940643	642727
687835	940643
078031	940643
940643	720993
940643	843888
642143	940643
843888	940643
940643	642143
467705	078031
078031	642727
078031	843888
642727	078031
843888	078031
078031	940643
078031	720993
078031	642143
078031	467705
642143	078031
687835	078031
642143	687835
843888	687835
687835	720993
642727	687835
467705	687835
687835	940643
687835	843888
687835	642727
687835	467705
687835	078031
687835	642143
859339	008723
008723	859339
859339	008723
008723	859339
946364	640448
640448	946364
984011	678303
984011	678303
990992	604971
604971	990992
476611	990992
990992	476611
990992	604971
604971	476611
476611	604971
604971	990992
783582	459923
783582	459923
371234	446578
446578	283239
446578	283239
371234	283239
371234	283239
371234	446578
919264	660601
660601	919264
332858	673208
673208	332858
332858	673208
673208	332858
985263	599763
276315	664634
664634	978707
664634	364607
664634	276315
364607	664634
664634	538678
538678	664634
584083	333497
273090	584083
333497	584083
584083	538678
538678	584083
584083	273090
273090	538678
538678	333497
333497	538678
538678	273090
584083	538678
538678	584083
664634	538678
538678	664634
584083	333497
538678	333497
333497	584083
333497	538678
273090	333497
273090	538678
273090	584083
538678	273090
584083	273090
273090	333497
978707	664634
623694	394463
153219	963073
153219	107659
107659	153219
963073	107659
107659	963073
153219	107659
963073	153219
963073	107659
153219	963073
107659	963073
107659	153219
963073	153219
339642	511043
339642	511043
532624	903366
903366	532624
532624	903366
903366	532624
146964	456352
043018	146964
754636	456352
456352	146964
754636	043018
043018	456352
043018	754636
456352	043018
043018	432569
146964	043018
432569	043018
432569	456352
456352	043018
456352	432569
043018	456352
456352	754636
