FROM_INCIDENT_ID	TO_INCIDENT_ID
827658	484544
028515	827658
281640	827658
850559	827658
827658	281640
484544	827658
282737	827658
099680	250475
132014	250475
067083	250475
973709	250475
250475	132014
250475	067083
250475	099680
250475	973709
995501	516961
995501	907823
995501	907823
516961	907823
907823	516961
516961	995501
516961	995501
516961	907823
907823	995501
907823	516961
907823	995501
995501	516961
756609	827122
784190	756609
827122	756609
756609	784190
756609	784190
827122	784190
784190	756609
784190	827122
827122	784190
827122	756609
756609	827122
784190	827122
470379	154655
154655	470379
276535	298163
298163	276535
618926	811563
811563	618926
618926	811563
811563	618926
965191	116127
116127	965191
489471	742740
742740	489471
747092	602092
602092	747092
784838	346454
084386	346454
084386	784838
784838	346454
784838	084386
346454	784838
346454	084386
084386	346454
346454	784838
084386	784838
346454	084386
784838	084386
387351	054466
054466	387351
710110	226220
226220	710110
226220	710110
710110	226220
713303	825531
814971	825531
825531	814971
825531	713303
825531	953992
953992	825531
218449	420550
446406	420550
446406	218449
420550	218449
446406	420550
420550	446406
420550	218449
218449	420550
446406	218449
420550	446406
994878	132325
132325	994878
132325	091536
994878	488540
132325	488540
994878	091536
994878	132325
132325	994878
334362	624153
164206	000086
164206	334362
624153	164206
000086	164206
164206	624153
164206	624153
000086	624153
624153	164206
624153	334362
624153	000086
334362	164206
971043	343955
343955	971043
343955	971043
971043	343955
801213	341428
801213	341428
341428	801213
341428	801213
225614	099727
361188	099727
808577	099727
099727	361188
099727	808577
099727	225614
015423	607032
907156	715284
816373	715284
715284	816373
816373	907156
715284	816373
715284	907156
816373	715284
907156	816373
844069	124142
131942	339542
131942	646643
131942	844069
131942	429349
131942	644180
131942	124142
124142	429349
124142	646643
124142	644180
124142	844069
124142	131942
124142	339542
646643	844069
646643	339542
646643	429349
646643	644180
646643	124142
646643	131942
131942	646643
124142	646643
644180	646643
429349	646643
844069	646643
339542	646643
339542	429349
844069	429349
124142	429349
646643	429349
131942	429349
429349	429349
644180	429349
131942	339542
644180	339542
646643	339542
429349	339542
844069	339542
124142	339542
429349	644180
124142	644180
339542	644180
844069	644180
646643	644180
131942	644180
646643	844069
124142	844069
131942	844069
339542	844069
644180	844069
844069	131942
339542	131942
429349	131942
124142	131942
646643	131942
644180	131942
429349	124142
644180	124142
646643	124142
339542	124142
844069	124142
131942	124142
339542	844069
339542	646643
644180	339542
644180	646643
644180	124142
644180	429349
644180	131942
644180	844069
844069	131942
844069	429349
844069	644180
429349	124142
429349	339542
429349	644180
429349	646643
429349	131942
339542	429349
339542	644180
339542	131942
339542	124142
844069	339542
844069	646643
085784	991759
221282	991759
991759	221282
085784	221282
991759	085784
085784	221282
991759	085784
991759	221282
221282	991759
221282	085784
085784	991759
221282	085784
567035	957424
997840	957424
624425	957424
957424	624425
567035	624425
997840	624425
957424	624425
957424	997840
957424	567035
624425	567035
624425	957424
624425	997840
232849	766006
766006	232849
300730	344790
662739	046592
046592	088812
046592	662739
088812	046592
199694	881195
021224	881195
199694	881195
199694	021224
021224	881195
021224	199694
881195	021224
199694	021224
021224	199694
881195	199694
881195	021224
881195	199694
062597	067291
062597	780495
780495	062597
067291	062597
062597	675015
062597	780495
675015	780495
780495	062597
780495	675015
780495	067291
067291	780495
823021	749840
823021	987224
823021	226438
823021	395829
823021	773352
823021	223553
226438	823021
226438	223553
223553	226438
223553	773352
223553	395829
223553	783464
223553	823021
223553	749840
223553	987224
226438	395829
226438	749840
226438	773352
226438	987224
226438	783464
773352	226438
773352	749840
773352	987224
773352	783464
773352	823021
773352	223553
773352	395829
783464	223553
783464	773352
783464	226438
783464	749840
783464	395829
783464	823021
783464	987224
749840	783464
749840	987224
749840	223553
749840	773352
749840	395829
749840	226438
749840	823021
395829	223553
395829	749840
395829	226438
395829	987224
395829	783464
395829	773352
395829	823021
223553	783464
773352	783464
226438	783464
395829	783464
823021	749840
773352	749840
395829	749840
226438	749840
223553	749840
783464	749840
987224	749840
987224	395829
223553	395829
226438	395829
823021	395829
823021	987224
749840	987224
773352	987224
226438	987224
223553	987224
395829	987224
783464	987224
226438	823021
987224	823021
223553	823021
773352	823021
749840	823021
783464	823021
395829	823021
773352	226438
223553	226438
783464	226438
823021	226438
749840	226438
987224	226438
395829	226438
987224	773352
223553	773352
783464	773352
226438	773352
749840	773352
823021	773352
395829	773352
823021	783464
987224	783464
749840	783464
749840	395829
783464	395829
773352	395829
987224	223553
783464	223553
226438	223553
395829	223553
749840	223553
773352	223553
823021	223553
987224	223553
987224	783464
987224	395829
987224	773352
987224	823021
987224	749840
987224	226438
823021	783464
959291	188094
959291	595523
188094	326462
188094	043929
188094	595523
188094	959291
188094	694973
188094	314786
043929	595523
188094	595523
326462	595523
694973	595523
959291	595523
314786	595523
188094	326462
595523	326462
959291	326462
694973	326462
314786	326462
043929	326462
959291	694973
326462	694973
314786	694973
595523	694973
188094	694973
043929	694973
326462	314786
043929	314786
959291	314786
595523	314786
694973	314786
188094	314786
694973	959291
043929	959291
188094	959291
326462	959291
314786	959291
595523	959291
326462	188094
595523	188094
043929	188094
694973	188094
314786	188094
959291	188094
595523	326462
595523	188094
595523	043929
595523	694973
595523	314786
595523	959291
326462	188094
326462	314786
326462	694973
326462	595523
326462	043929
326462	959291
694973	959291
694973	326462
694973	188094
694973	595523
694973	314786
694973	043929
314786	694973
314786	326462
314786	188094
314786	959291
314786	043929
314786	595523
959291	694973
959291	326462
959291	043929
959291	314786
819281	046442
422268	237748
237748	046442
237748	422268
046442	422268
819281	422268
819281	237748
046442	237748
422268	237748
237748	422268
237748	046442
237748	819281
046442	422268
046442	237748
046442	819281
422268	819281
422268	046442
422268	046442
327216	007503
327216	007503
007503	327216
007503	327216
473716	995865
995865	473716
967479	089344
967479	089344
451607	549256
216791	216791
267486	216791
454085	870957
241359	870957
454085	241359
241359	454085
241359	870957
241359	454085
870957	454085
870957	241359
454085	870957
454085	241359
870957	241359
870957	454085
817632	535040
817632	198553
817632	607728
817632	965504
817632	571690
803069	198553
803069	817632
803069	607728
803069	965504
803069	535040
803069	571690
198553	571690
198553	803069
198553	965504
198553	607728
198553	817632
198553	535040
535040	198553
535040	803069
965504	198553
965504	817632
965504	535040
965504	571690
965504	607728
965504	803069
607728	965504
607728	535040
607728	198553
607728	803069
607728	571690
607728	817632
571690	198553
571690	965504
571690	535040
571690	803069
571690	817632
571690	607728
817632	803069
817632	803069
198553	803069
607728	803069
571690	803069
535040	803069
965504	803069
965504	198553
535040	198553
607728	198553
817632	198553
571690	198553
803069	198553
607728	535040
965504	535040
817632	535040
571690	535040
803069	535040
198553	535040
607728	965504
571690	965504
803069	965504
198553	965504
817632	965504
803069	607728
817632	607728
198553	607728
965504	607728
571690	607728
198553	571690
607728	571690
965504	571690
817632	571690
803069	571690
965504	817632
803069	817632
571690	817632
198553	817632
607728	817632
344076	391762
344076	295086
344076	295086
634396	295086
634396	391762
634396	344076
391762	634396
391762	295086
391762	344076
634396	344076
391762	344076
391762	634396
344076	634396
634396	391762
344076	391762
634396	295086
391762	295086
344076	634396
696946	587949
198979	587949
441371	587949
587949	441371
198979	441371
441371	587949
587949	441371
587949	198979
587949	696946
441371	696946
441371	198979
696946	441371
426892	787225
464191	787225
464191	787225
376425	787225
426892	246536
787225	246536
376425	246536
464191	246536
426892	376425
464191	376425
246536	376425
787225	376425
246536	426892
464191	426892
376425	426892
787225	426892
426892	464191
787225	464191
246536	464191
376425	464191
464191	376425
787225	246536
787225	426892
787225	464191
787225	376425
246536	426892
246536	787225
246536	376425
246536	464191
376425	246536
376425	426892
376425	787225
376425	464191
426892	246536
426892	787225
426892	376425
426892	464191
464191	426892
464191	246536
246536	787225
620878	046579
620878	600200
620878	022502
620878	132474
620878	201227
620878	187488
046579	187488
046579	201227
046579	022502
046579	132474
046579	600200
046579	620878
046579	971769
132474	022502
132474	600200
132474	046579
132474	620878
132474	187488
132474	201227
132474	971769
971769	046579
971769	620878
971769	201227
971769	187488
971769	600200
971769	022502
971769	132474
022502	132474
022502	971769
022502	187488
022502	046579
022502	201227
022502	620878
022502	600200
971769	620878
600200	620878
132474	620878
046579	620878
187488	620878
201227	620878
022502	620878
201227	046579
187488	046579
620878	046579
971769	046579
022502	046579
132474	046579
600200	046579
022502	132474
187488	132474
046579	132474
201227	132474
620878	132474
971769	132474
600200	132474
201227	971769
620878	971769
022502	971769
600200	971769
187488	971769
132474	971769
046579	971769
132474	022502
046579	022502
620878	022502
187488	022502
600200	022502
971769	022502
201227	022502
187488	600200
620878	600200
046579	600200
132474	600200
201227	600200
971769	600200
022502	600200
046579	187488
022502	187488
971769	187488
201227	187488
132474	187488
600200	187488
620878	187488
600200	620878
600200	971769
600200	046579
600200	022502
600200	201227
600200	187488
600200	132474
187488	600200
187488	046579
187488	132474
187488	022502
187488	620878
187488	971769
187488	201227
620878	971769
872763	267021
884397	267021
884397	267021
884397	872763
267021	872763
667608	872763
267021	667608
872763	667608
