475213,475213(1.0)
680222,680222(1.0)
709694,709694(1.0)
634927,634927(1.0)
736349,736349(1.0)
631282,631282(1.0)
248258,248258(1.0)
555531,555531(1.0)
22666,22666(1.0)
554753,554753(1.0)
36667,36667(1.0)
601380,601380(1.0)
953731,953731(0.60)
92308,92308(0.60)
151553,151553(1.0)
996359,996359(1.0)
632004,632004(1.0)
469477,469477(1.0)
475103,475103(1.0)
513017,513017(1.0)
27830,27830(1.0)
322529,322529(1.0)
98763,98763(1.0)
788462,788462(1.0)
373280,373280(1.0)
401873,401873(1.0)
92000,92000(1.0)
510702,510702(1.0)
477244,477244(1.0)
547491,547491(1.0)
756021,756021(1.0)
602850,602850(1.0)
535496,535496(1.0)
358342,358342(1.0)
518212,518212(1.0)
682980,682980(1.0)
238669,238669(1.0)
718052,718052(1.0)
378085,378085(1.0)
612320,612320(1.0)
848030,848030(1.0)
901843,901843(1.0)
652354,652354(1.0)
312133,312133(1.0)
626714,626714(1.0)
57501,57501(1.0)
485825,485825(1.0)
492254,492254(1.0)
111456,111456(1.0)
408605,408605(1.0)
522473,522473(1.0)
841096,841096(1.0)
490759,490759(1.0)
500863,500863(1.0)
720631,720631(1.0)
145378,145378(1.0)
204462,204462(1.0)
618289,618289(1.0)
935221,935221(1.0)
587001,587001(1.0)
598950,598950(1.0)
477536,477536(1.0)
22129,22129(0.60)
673747,673747(1.0)
721456,721456(1.0)
584600,584600(1.0)
556082,556082(1.0)
475860,475860(1.0)
161682,161682(1.0)
808124,808124(0.91)
793905,793905(1.0)
525207,525207(1.0)
734551,734551(1.0)
792602,792602(0.73)
744435,744435(1.0)
847156,847156(1.0)
283373,283373(1.0)
913269,913269(1.0)
751780,751780(0.60)
710925,710925(1.0)
202139,202139(1.0)
875828,875828(0.60)
724253,724253(1.0)
140377,140377(1.0)
951267,951267(1.0)
188613,188613(1.0)
842872,842872(1.0)
828849,828849(1.0)
579343,579343(0.60)
89467,89467(1.0)
952933,952933(1.0)
488106,488106(0.73)
469085,469085(1.0)
730247,730247(1.0)
675960,675960(0.73)
622156,622156(1.0)
535300,535300(0.73)
505776,505776(1.0)
833135,833135(0.73)
493391,493391(1.0)
567946,567946(1.0)
747758,747758(1.0)
770347,770347(1.0)
265677,265677(0.73)
66768,66768(1.0)
265402,265402(1.0)
56189,56189(0.60)
521721,521721(1.0)
852186,852186(1.0)
287795,287795(1.0)
841375,841375(1.0)
131278,131278(1.0)
709538,709538(0.60)
341412,341412(1.0)
56138,56138(1.0)
213280,213280(1.0)
784527,784527(1.0)
768555,768555(1.0)
730930,730930(1.0)
498312,498312(1.0)
138935,138935(1.0)
910937,910937(1.0)
299704,299704(1.0)
430712,430712(1.0)
855073,855073(1.0)
212660,212660(1.0)
692600,692600(1.0)
549724,549724(1.0)
488139,488139(0.60)
889418,889418(1.0)
681798,681798(1.0)
258194,258194(1.0)
137414,137414(0.73)
611770,611770(1.0)
23081,23081(1.0)
541344,541344(1.0)
879993,879993(1.0)
532196,532196(0.73)
235356,235356(1.0)
647792,647792(1.0)
685514,685514(1.0)
953713,953713(1.0)
957352,957352(1.0)
221196,221196(1.0)
349933,349933(1.0)
916003,916003(1.0)
221426,221426(1.0)
380665,380665(1.0)
635890,635890(1.0)
816911,816911(1.0)
924185,924185(1.0)
480770,480770(1.0)
317238,317238(1.0)
747155,747155(1.0)
480177,480177(0.60)
171779,171779(1.0)
978030,978030(1.0)
605846,605846(1.0)
59627,59627(1.0)
337125,337125(1.0)
831945,831945(1.0)
547140,547140(1.0)
795801,795801(1.0)
35562,35562(1.0)
361568,361568(1.0)
187553,187553(1.0)
471927,471927(1.0)
976372,976372(1.0)
479700,479700(1.0)
256881,256881(1.0)
238164,238164(1.0)
338295,338295(1.0)
48550,48550(1.0)
73244,73244(1.0)
912658,912658(1.0)
404418,404418(1.0)
160101,160101(0.73)
436973,436973(1.0)
57686,57686(1.0)
489106,489106(1.0)
467837,467837(1.0)
296244,296244(1.0)
620742,620742(1.0)
124374,124374(1.0)
36260,36260(1.0)
528581,528581(1.0)
726700,726700(1.0)
388747,388747(1.0)
667092,667092(1.0)
635272,635272(0.91)
323176,323176(0.60)
34467,34467(1.0)
514767,514767(1.0)
658227,658227(1.0)
767262,767262(1.0)
357309,357309(1.0)
283314,283314(1.0)
843879,843879(1.0)
20762,20762(0.73)
312516,312516(1.0)
269119,269119(0.60)
522184,522184(0.60)
188805,188805(1.0)
403183,403183(1.0)
443000,443000(1.0)
