signals,pos,tot,sumPos,sumTot,signals,sumMean,upper,lower,sumSd,sumSe
1,1,9,13,22,1,0.590909090909,0.796363270679,0.385454911139,0.491666083018,0.104823561107
2,2,2,12,13,2,0.923076923077,1,0.778222531635,0.266469355011,0.0739053017562
3,5,6,10,11,3,0.909090909091,1,0.739201211371,0.287479787288,0.0866784172041
4,5,5,5,5,4,1.0,1.0,1.0,0.0,0.0
