signals,pos,tot,sumPos,sumTot,signals,sumMean,upper,lower,sumSd,sumSe
1,17,30,40,62,1,0.645161290323,0.764260772481,0.526061808164,0.478464418522,0.0607650419174
2,6,9,23,32,2,0.71875,0.8745316418,0.5629683582,0.449609205311,0.0794804294897
3,1,5,17,23,3,0.739130434783,0.9185890876,0.559671781965,0.439108910364,0.0915605371517
4,0,0,16,18,4,0.888888888889,1,0.743703703704,0.314269680527,0.0740740740741
5,4,4,16,18,5,0.888888888889,1,0.743703703704,0.314269680527,0.0740740740741
6,1,3,12,14,6,0.857142857143,1,0.673839829345,0.349927106112,0.0935219529583
7,7,7,11,11,7,1.0,1.0,1.0,0.0,0.0
8,3,3,4,4,8,1.0,1.0,1.0,0.0,0.0
9,1,1,1,1,9,1.0,1.0,1.0,0.0,0.0
