991472,926033
926033,991472
926033,991472
991472,926033
260104,991472
991472,260104
991472,260104
260104,991472
667680,283383
283383,667680
648742,784875
784875,648742
648742,784875
784875,648742
983419,235528
369436,945859
369436,52663
945859,52663
945859,369436
52663,945859
52663,369436
369436,945859
945859,52663
369436,52663
945859,369436
52663,369436
52663,945859
92919,602307
92919,602307
602307,92919
602307,92919
942985,912796
942985,912796
720631,496595
720631,496595
561729,895824
895824,561729
535300,635890
598950,635890
160101,635890
151882,635890
788427,635890
532196,635890
675960,635890
852186,635890
488106,635890
680093,635890
841284,635890
23081,635890
265677,635890
792602,635890
356452,635890
137414,635890
598950,151882
535300,151882
160101,151882
852186,151882
841284,151882
356452,151882
680093,151882
532196,151882
635890,151882
265677,151882
488106,151882
137414,151882
23081,151882
792602,151882
788427,151882
151882,635890
151882,488106
151882,680093
151882,788427
151882,532196
151882,356452
151882,535300
151882,160101
151882,137414
151882,792602
151882,852186
151882,265677
151882,675960
151882,23081
635890,535300
635890,160101
635890,680093
635890,841284
635890,488106
635890,23081
635890,598950
635890,151882
635890,356452
635890,852186
635890,792602
635890,788427
635890,137414
635890,265677
151882,598950
151882,841284
354399,17560
17560,354399
202263,801773
202263,133519
801773,202263
994945,664654
664654,994945
702181,806379
806379,702181
983419,235528
431033,881114
431033,45997
881114,45997
881114,431033
45997,431033
881114,45997
881114,431033
45997,881114
45997,431033
431033,881114
431033,45997
45997,881114
865473,477536
771599,865473
477536,865473
771599,477536
865473,771599
477536,771599
477536,771599
477536,865473
865473,477536
865473,771599
771599,477536
771599,865473
960210,710859
710859,960210
710859,960210
960210,710859
129784,76278
76278,129784
129784,76278
76278,129784
818576,875419
875419,818576
660044,636011
636011,660044
979785,675859
675859,979785
771058,893158
893158,771058
893158,196419
196419,893158
159355,498715
498715,159355
498715,159355
159355,498715
877759,588698
32387,588698
877759,32387
588698,32387
32387,877759
877759,32387
588698,32387
588698,877759
32387,877759
32387,588698
877759,588698
588698,877759
524068,276728
524068,276728
276728,524068
276728,524068
397104,233791
233791,397104
397104,233791
233791,397104
292600,784355
784355,292600
292600,784355
784355,292600
364332,196458
196458,364332
364332,196458
196458,364332
92914,119894
92914,119894
119894,92914
119894,92914
157544,323794
323794,157544
157544,323794
323794,157544
728191,47349
728191,47349
47349,728191
47349,728191
682421,518970
682421,518970
562696,798246
392953,798246
114475,798246
930926,798246
930926,392953
798246,392953
562696,392953
114475,392953
798246,114475
930926,114475
562696,114475
392953,114475
392953,562696
930926,562696
798246,562696
392953,930926
562696,930926
930926,114475
930926,392953
930926,562696
930926,798246
798246,114475
798246,392953
798246,930926
798246,562696
392953,562696
392953,798246
392953,930926
392953,114475
114475,798246
114475,930926
114475,392953
562696,798246
562696,930926
562696,114475
562696,392953
114475,930926
798246,930926
477536,629278
629278,477536
629278,477536
477536,629278
948532,187973
187973,948532
956312,79012
956312,79012
79012,956312
79012,956312
258194,852186
852186,258229
258194,258229
852186,258194
258229,258194
852186,258229
852186,258194
258229,852186
258229,258194
258194,852186
258194,258229
258229,852186
541465,727987
541465,727987
916670,831376
916670,782917
831376,782917
782917,916670
831376,916670
831376,916670
831376,782917
782917,916670
782917,831376
916670,782917
916670,831376
782917,831376
119894,808979
92914,808979
92914,119894
92914,793527
92914,119894
119894,92914
793527,119894
793527,92914
119894,92914
808979,92914
119894,793527
808979,119894
275078,212262
212262,275078
526393,833734
833734,526393
192820,79012
192820,881114
139361,192820
79012,192820
881114,192820
192820,139361
981840,855284
981840,620700
981840,698278
981840,196661
698278,855284
698278,981840
698278,196661
698278,620700
620700,855284
620700,981840
620700,196661
620700,698278
196661,855284
196661,620700
196661,981840
196661,698278
855284,698278
855284,981840
855284,981840
620700,981840
698278,981840
196661,981840
855284,698278
981840,698278
620700,698278
196661,698278
981840,620700
855284,620700
196661,620700
698278,620700
855284,196661
620700,196661
698278,196661
981840,196661
196661,855284
620700,855284
981840,855284
698278,855284
855284,196661
855284,620700
15506,600130
15506,600130
600130,15506
600130,15506
70369,102868
102868,70369
587414,649033
587414,649033
649033,587414
649033,587414
708487,803869
708487,803869
76278,503242
846861,503242
846861,76278
76278,503242
846861,503242
846861,76278
573877,853061
573877,853061
109679,58464
58464,109679
339629,292097
339629,292097
292097,339629
292097,339629
598950,140377
730785,140377
730785,598950
404418,598950
404418,140377
404418,730785
404418,730785
730785,598950
404418,598950
730785,140377
598950,140377
404418,140377
109325,524623
907716,689643
907716,595146
595146,907716
524623,907716
689643,907716
109325,907716
689643,109325
907716,109325
595146,109325
524623,109325
907716,524623
109325,907716
109325,689643
907716,109325
524623,109325
524623,595146
524623,689643
524623,907716
109325,524623
595146,524623
907716,524623
689643,524623
102493,347158
347158,102493
102493,347158
347158,102493
723707,547491
547491,723707
832158,714621
714621,832158
832158,714621
714621,832158
192625,938575
938575,192625
938575,192625
192625,938575
982764,755457
755457,982764
286060,61334
281244,61334
281244,61334
61334,281244
61334,286060
61334,834583
834583,286060
281244,286060
61334,286060
834583,281244
286060,281244
61334,281244
286060,281244
286060,61334
286060,834583
281244,834583
281244,286060
377752,22993
22993,377752
192625,15506
192625,15506
613391,990456
990456,613391
704320,769723
769723,704320
594372,662881
662881,594372
594372,662881
662881,594372
590271,904977
904977,590271
904977,447001
447001,904977
447001,590271
590271,447001
447001,590271
447001,904977
590271,904977
590271,447001
904977,447001
904977,590271
938575,153255
938575,153255
153255,938575
153255,938575
836104,897042
897042,836104
667458,599330
301897,2090
301897,821884
2090,821884
511409,821884
2090,511409
2090,821884
301897,511409
301897,821884
2090,511409
301897,2090
511409,821884
301897,511409
764896,201381
999850,201381
630686,528805
528805,201381
630686,201381
528805,764896
999850,764896
201381,764896
630686,764896
630686,999850
528805,999850
201381,999850
764896,999850
201381,528805
999850,528805
764896,528805
630686,528805
764896,630686
201381,630686
528805,630686
999850,630686
201381,528805
201381,764896
201381,999850
201381,630686
764896,201381
764896,630686
764896,528805
764896,999850
999850,764896
999850,528805
999850,201381
999850,630686
528805,764896
528805,999850
528805,201381
528805,630686
630686,999850
630686,764896
630686,201381
855284,843356
476736,843356
843356,855284
476736,855284
855284,476736
476736,843356
843356,855284
843356,476736
855284,476736
855284,843356
476736,855284
843356,476736
954400,941117
954400,941117
72994,1326
1326,72994
529722,662881
662881,529722
662881,529722
529722,662881
3180,935470
463274,935470
311343,935470
935470,463274
3180,463274
311343,463274
311343,3180
935470,3180
463274,3180
935470,311343
3180,311343
463274,311343
935470,463274
935470,311343
935470,3180
463274,935470
463274,3180
463274,311343
3180,935470
3180,463274
3180,311343
311343,3180
311343,463274
311343,935470
542445,74744
74744,355686
542445,355686
542445,355686
542445,74744
74744,355686
267900,12064
267900,12064
831376,379009
831376,379009
5673,642493
632004,430712
430712,632004
430712,632004
632004,430712
756727,759037
759037,436647
756727,436647
436647,756727
759037,756727
759037,436647
759037,756727
436647,756727
436647,759037
756727,759037
756727,436647
436647,759037
499065,80047
80047,499065
80047,499065
499065,80047
104814,984338
984338,104814
104814,984338
984338,104814
510465,496051
510465,646084
510465,289569
646084,510465
289569,510465
496051,510465
684815,299094
700253,641092
263927,641092
641092,700253
641092,263927
248537,560046
248537,972044
248537,972044
560046,972044
972044,560046
560046,248537
560046,248537
560046,972044
972044,248537
972044,560046
972044,248537
248537,560046
21686,274500
274500,21686
435484,964245
964245,435484
476736,113345
113345,476736
442078,499915
499915,442078
499915,442078
442078,499915
948372,69113
69113,948372
69113,7370
7370,69113
522252,822493
822493,522252
822493,522252
522252,822493
12579,573846
139052,12579
573846,139052
139052,573846
139052,573846
573846,139052
573846,12579
12579,139052
796956,469085
469085,796956
469085,796956
796956,469085
901379,972842
901379,972842
972842,901379
972842,901379
315744,72771
72771,315744
72771,315744
315744,72771
809145,512060
512060,809145
512060,809145
809145,512060
976372,22129
22129,976372
431318,796956
431318,796956
796956,431318
796956,431318
309039,212262
212262,309039
976383,764661
976383,99338
976383,682047
976383,770647
976383,662068
976383,136196
682047,976383
682047,136196
136196,682047
136196,662068
136196,770647
136196,510896
136196,976383
136196,764661
136196,99338
682047,770647
682047,764661
682047,662068
682047,99338
682047,510896
662068,682047
662068,764661
662068,99338
662068,510896
662068,976383
662068,136196
662068,770647
510896,136196
510896,662068
510896,682047
510896,764661
510896,770647
510896,976383
510896,99338
764661,510896
764661,99338
764661,136196
764661,662068
764661,770647
764661,682047
764661,976383
770647,136196
770647,764661
770647,682047
770647,99338
770647,510896
770647,662068
770647,976383
136196,510896
662068,510896
682047,510896
770647,510896
976383,764661
662068,764661
770647,764661
682047,764661
136196,764661
510896,764661
99338,764661
99338,770647
136196,770647
682047,770647
976383,770647
976383,99338
764661,99338
662068,99338
682047,99338
136196,99338
770647,99338
510896,99338
682047,976383
99338,976383
136196,976383
662068,976383
764661,976383
510896,976383
770647,976383
662068,682047
136196,682047
510896,682047
976383,682047
764661,682047
99338,682047
770647,682047
99338,662068
136196,662068
510896,662068
682047,662068
764661,662068
976383,662068
770647,662068
976383,510896
99338,510896
764661,510896
764661,770647
510896,770647
662068,770647
99338,136196
510896,136196
682047,136196
770647,136196
764661,136196
662068,136196
976383,136196
99338,136196
99338,510896
99338,770647
99338,662068
99338,976383
99338,764661
99338,682047
