f,gnode,inbound,deltaT,signals,outbound,rawRatio,totalSupportInstances,positiveSupportInstances,stdDev,stdErr
notInGang,taut,[1.0:1.0],1,1,[0.544738274783:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,3,[0.786971856254:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,2,[0.743563247239:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,5,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,4,[0.861296945572:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,6,[1.0:1.0],0,0,0,0,0
