f,gnode,inbound,deltaT,signals,outbound,rawRatio,totalSupportInstances,positiveSupportInstances,stdDev,stdErr
notInGang,taut,[1.0:1.0],1,1,[0.246191053093:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,3,[0.537823776073:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,2,[0.499159764987:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,5,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,4,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,7,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,6,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,9,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,8,[1.0:1.0],0,0,0,0,0
