f,gnode,inbound,deltaT,signals,outbound,rawRatio,totalSupportInstances,positiveSupportInstances,stdDev,stdErr
notInGang,taut,[1.0:1.0],1,1,[0.145488293266:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,3,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,2,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,5,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,4,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,7,[1.0:1.0],0,0,0,0,0
notInGang,taut,[1.0:1.0],1,6,[1.0:1.0],0,0,0,0,0
