signals,pos,tot,sumPos,sumTot,signals,sumMean,upper,lower,sumSd,sumSe
1,6,35,6,46,1,0.130434782609,0.227759901897,0.0331096633207,0.33678116054,0.0496556731061
2,0,10,0,11,2,0.0,0.0,0.0,0.0,0.0
3,0,1,0,1,3,0.0,0.0,0.0,0.0,0.0
